id,scope,subject,old_owner,new_owner,callers,disposition,evidence
C0126,cpp-source-edge,mb_integrator->mb_tire_common,mb_integrator,mb_solve_dynamic -> mb_tire (internal common target retained),cpp/src/integrator/kernel_events.cpp; cpp/src/integrator/kernel_integrator_step.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0127,cpp-source-edge,mb_integrator->mb_tire_fiala,mb_integrator,mb_solve_dynamic -> mb_tire (internal fiala target retained),cpp/src/integrator/kernel_integrator_residual.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0128,cpp-source-edge,mb_integrator->mb_tire_pac2002,mb_integrator,mb_solve_dynamic -> mb_tire (internal pac2002 target retained),cpp/src/integrator/kernel_integrator.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0129,cpp-source-edge,mb_integrator->mb_tire_state,mb_integrator,mb_solve_dynamic -> mb_tire,cpp/src/integrator/kernel_integrator.cpp; cpp/src/integrator/kernel_integrator_input.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0130,cpp-source-edge,mb_integrator->mb_vehicle,mb_integrator,mb_solve_dynamic -> mb_assembly|mb_force|mb_element|mb_tire,cpp/src/integrator/kernel_integrator.cpp; cpp/src/integrator/kernel_integrator_newton.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0131,cpp-source-edge,mb_model->mb_base,mb_model,mb_model -> mb_numeric|mb_dual|mb_config,cpp/src/model/directional.cpp; cpp/src/model/kernel_model.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0132,cpp-source-edge,mb_model->mb_constraint,mb_model,mb_model -> mb_joint,cpp/src/model/kernel_model_accessors.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0133,cpp-source-edge,mb_output->mb_base,mb_output,mb_output -> mb_numeric|mb_dual|mb_config,cpp/src/output/kernel_output.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0134,cpp-source-edge,mb_output->mb_constraint,mb_output,mb_output -> mb_joint,cpp/src/output/kernel_output.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0135,cpp-source-edge,mb_output->mb_integrator,mb_output,mb_output -> mb_solve_dynamic,cpp/src/output/kernel_output.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0136,cpp-source-edge,mb_output->mb_model,mb_output,mb_output -> mb_model,cpp/src/output/kernel_output.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0137,cpp-source-edge,mb_output->mb_vehicle,mb_output,mb_output -> mb_assembly|mb_force|mb_element|mb_tire,cpp/src/output/kernel_output.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0138,cpp-source-edge,mb_static->mb_base,mb_static,mb_solve_static -> mb_numeric|mb_dual|mb_config,cpp/src/static/kernel_static_contact.cpp; cpp/src/static/kernel_static_trim.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0139,cpp-source-edge,mb_static->mb_constraint,mb_static,mb_solve_static -> mb_joint,cpp/src/static/kernel_static_contact.cpp; cpp/src/static/kernel_static_projection.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0140,cpp-source-edge,mb_static->mb_integrator,mb_static,mb_solve_static -> mb_solve_dynamic,cpp/src/static/kernel_static_contact.cpp; cpp/src/static/kernel_static_projection.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0141,cpp-source-edge,mb_static->mb_linalg,mb_static,mb_solve_static -> mb_linear,cpp/src/static/kernel_static_contact.cpp; cpp/src/static/kernel_static_projection.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0142,cpp-source-edge,mb_static->mb_model,mb_static,mb_solve_static -> mb_model,cpp/src/static/kernel_static_contact.cpp; cpp/src/static/kernel_static_trim.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0143,cpp-source-edge,mb_static->mb_tire_common,mb_static,mb_solve_static -> mb_tire (internal common target retained),cpp/src/static/kernel_static_contact.cpp; cpp/src/static/kernel_static_projection.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0144,cpp-source-edge,mb_static->mb_tire_state,mb_static,mb_solve_static -> mb_tire,cpp/src/static/kernel_static_contact.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0145,cpp-source-edge,mb_static->mb_vehicle,mb_static,mb_solve_static -> mb_assembly|mb_force|mb_element|mb_tire,cpp/src/static/kernel_static_trim.cpp,must become mb_solve_static->mb_force; external_force_vector call is real and must not create reverse assembly edge,cpp include scan; header-only gate
C0146,cpp-source-edge,mb_suspension->mb_base,mb_suspension,mb_element -> mb_numeric|mb_dual|mb_config,cpp/src/suspension/anti_roll.cpp; cpp/src/suspension/bushing.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0147,cpp-source-edge,mb_suspension->mb_model,mb_suspension,mb_element -> mb_model,cpp/src/suspension/anti_roll.cpp; cpp/src/suspension/bushing.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0148,cpp-source-edge,mb_tire->mb_base,mb_tire,mb_tire -> mb_numeric|mb_dual|mb_config,cpp/src/tire/assemble.cpp; cpp/src/tire/kernel_tire_assembly.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0149,cpp-source-edge,mb_tire->mb_model,mb_tire,mb_tire -> mb_model,cpp/src/tire/assemble.cpp; cpp/src/tire/kernel_tire_assembly.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0150,cpp-source-edge,mb_tire->mb_tire_brush,mb_tire,mb_tire -> mb_tire (internal brush target retained),cpp/src/tire/kernel_tire_assembly.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0151,cpp-source-edge,mb_tire->mb_tire_fiala,mb_tire,mb_tire -> mb_tire (internal fiala target retained),cpp/src/tire/assemble.cpp; cpp/src/tire/kernel_tire_assembly.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0152,cpp-source-edge,mb_tire->mb_tire_pac2002,mb_tire,mb_tire -> mb_tire (internal pac2002 target retained),cpp/src/tire/assemble.cpp; cpp/src/tire/kernel_tire_assembly.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0153,cpp-source-edge,mb_tire->mb_tire_state,mb_tire,mb_tire -> mb_tire,cpp/src/tire/kernel_tire_assembly.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0154,cpp-source-edge,mb_tire_common->mb_base,mb_tire_common,mb_tire (internal common target retained) -> mb_numeric|mb_dual|mb_config,cpp/src/tire/common/kinematics.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0155,cpp-source-edge,mb_tire_common->mb_model,mb_tire_common,mb_tire (internal common target retained) -> mb_model,cpp/src/tire/common/kinematics.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0156,cpp-source-edge,mb_tire_fiala->mb_base,mb_tire_fiala,mb_tire (internal fiala target retained) -> mb_numeric|mb_dual|mb_config,cpp/src/tire/fiala/directional.cpp; cpp/src/tire/fiala/forces.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0157,cpp-source-edge,mb_tire_fiala->mb_model,mb_tire_fiala,mb_tire (internal fiala target retained) -> mb_model,cpp/src/tire/fiala/relaxation.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0158,cpp-source-edge,mb_tire_pac2002->mb_base,mb_tire_pac2002,mb_tire (internal pac2002 target retained) -> mb_numeric|mb_dual|mb_config,cpp/src/tire/pac2002/directional.cpp; cpp/src/tire/pac2002/vertical.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0159,cpp-source-edge,mb_tire_pac2002->mb_tire_state,mb_tire_pac2002,mb_tire (internal pac2002 target retained) -> mb_tire,cpp/src/tire/pac2002/contact_mass.cpp; cpp/src/tire/pac2002/law.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0160,cpp-source-edge,mb_tire_state->mb_integrator,mb_tire_state,mb_tire -> mb_solve_dynamic,cpp/src/tire_state/kernel_tire_state.cpp,audit called symbols; migrate include; cpp audit required,cpp include scan; header-only gate
C0161,cpp-source-edge,mb_vehicle->mb_base,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_numeric|mb_dual|mb_config,cpp/src/vehicle/drive_brake.cpp; cpp/src/vehicle/kernel_directional.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
C0162,cpp-source-edge,mb_vehicle->mb_constraint,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_joint,cpp/src/vehicle/kernel_directional.cpp; cpp/src/vehicle/kernel_registration.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
C0163,cpp-source-edge,mb_vehicle->mb_model,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_model,cpp/src/vehicle/drive_brake.cpp; cpp/src/vehicle/kernel_directional.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
C0164,cpp-source-edge,mb_vehicle->mb_static,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_solve_static,cpp/src/vehicle/kernel_registration.cpp,BLOCKED: kernel_registration.cpp:18 include has no observed call; classify as dead include or real dependency before migration,cpp include scan; header-only gate
C0165,cpp-source-edge,mb_vehicle->mb_suspension,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_element,cpp/src/vehicle/force_assembly.cpp,split force_assembly callers: element calls move to mb_element; keep force bus in mb_force,cpp include scan; header-only gate
C0166,cpp-source-edge,mb_vehicle->mb_tire,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_tire,cpp/src/vehicle/force_assembly.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
C0167,cpp-source-edge,mb_vehicle->mb_tire_fiala,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_tire (internal fiala target retained),cpp/src/vehicle/kernel_directional.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
C0168,cpp-source-edge,mb_vehicle->mb_tire_pac2002,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_tire (internal pac2002 target retained),cpp/src/vehicle/kernel_directional.cpp; cpp/src/vehicle/kernel_registration.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
C0169,cpp-source-edge,mb_vehicle->mb_tire_state,mb_vehicle,mb_assembly|mb_force|mb_element|mb_tire -> mb_tire,cpp/src/vehicle/kernel_directional.cpp; cpp/src/vehicle/layout.cpp,split by function: assembly/force/element/tire; cpp audit required,cpp include scan; header-only gate
P0170,python-symbol,__all__,core/__init__.py,preparation/assembly/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/__init__.py:37; top-level constant
P0171,python-symbol,_point_coincidence_residual_numba,core/constraints.py,preparation/geometry.py,sm/core/constraints.py:139,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:31; top-level FunctionDef
P0172,python-symbol,_normalize3_numba,core/constraints.py,preparation/geometry.py,sm/core/constraints.py:68,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:49; top-level FunctionDef
P0173,python-symbol,_normalize3,core/constraints.py,preparation/geometry.py,sm/core/constraints.py:73; sm/core/constraints.py:77,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:65; top-level FunctionDef
P0174,python-symbol,_basis_perpendicular,core/constraints.py,preparation/geometry.py,sm/core/constraints.py:243; sm/core/constraints.py:253,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:71; top-level FunctionDef
P0175,python-symbol,_axis_frame_with_jacobian,core/constraints.py,preparation/geometry.py,sm/core/constraints.py:291; sm/core/constraints.py:294,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:82; top-level FunctionDef
P0176,python-symbol,Constraint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:6; sm/core/__init__.py:44,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:112; top-level ClassDef
P0177,python-symbol,PointCoincidence,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:12; sm/core/__init__.py:49,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:127; top-level ClassDef
P0178,python-symbol,BallJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/cases/kc_quasi_static/contract.py:45; sm/cases/kc_quasi_static/convert.py:7,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:152; top-level ClassDef
P0179,python-symbol,WeldJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:16; sm/core/__init__.py:52,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:159; top-level ClassDef
P0180,python-symbol,DistanceConstraint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:10; sm/core/__init__.py:47,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:191; top-level ClassDef
P0181,python-symbol,RevoluteJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/cases/kc_quasi_static/contract.py:33; sm/cases/kc_quasi_static/contract.py:46,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:224; top-level ClassDef
P0182,python-symbol,UniversalJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:15; sm/core/__init__.py:53,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:267; top-level ClassDef
P0183,python-symbol,ConstantVelocityJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:5; sm/core/__init__.py:42,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:314; top-level ClassDef
P0184,python-symbol,CylindricalJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:9; sm/core/__init__.py:43,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:376; top-level ClassDef
P0185,python-symbol,InPlaneJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:11; sm/core/__init__.py:48,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:437; top-level ClassDef
P0186,python-symbol,PrismaticJoint,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/cases/kc_quasi_static/contract.py:33; sm/cases/kc_quasi_static/contract.py:47,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:477; top-level ClassDef
P0187,python-symbol,CoordinateDrive,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/adams/strict_c.py:1040; sm/core/__init__.py:8,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:548; top-level ClassDef
P0188,python-symbol,ConstraintSystem,core/constraints.py,preparation/assembly/types.py + native mb_joint,sm/core/__init__.py:7; sm/core/__init__.py:45,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/constraints.py:567; top-level ClassDef
P0189,python-symbol,RankDiagnostic,core/rank.py,native mb_joint/mb_solve_*; native contract tests,sm/core/__init__.py:18; sm/core/__init__.py:54,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/rank.py:11; top-level ClassDef
P0190,python-symbol,scale_jacobian,core/rank.py,native mb_joint/mb_solve_*; native contract tests,sm/core/__init__.py:18; sm/core/__init__.py:66,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/rank.py:23; top-level FunctionDef
P0191,python-symbol,diagnose_rank,core/rank.py,native mb_joint/mb_solve_*; native contract tests,sm/core/__init__.py:18; sm/core/__init__.py:58,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/rank.py:41; top-level FunctionDef
P0192,python-symbol,ReactionResult,core/reactions.py,native mb_joint/mb_solve_*; native contract tests,sm/core/__init__.py:19; sm/core/__init__.py:55,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/reactions.py:15; top-level ClassDef
P0193,python-symbol,recover_reactions,core/reactions.py,native mb_joint/mb_solve_*; native contract tests,sm/core/__init__.py:19; sm/core/__init__.py:65,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/reactions.py:23; top-level FunctionDef
P0194,python-symbol,body_equilibrium_wrench,core/reactions.py,native mb_joint/mb_solve_*; native contract tests,sm/core/__init__.py:19; sm/core/__init__.py:57,split data labels from residual/Jacobian/reaction code; cover removed physics natively,sm/core/reactions.py:61; top-level FunctionDef
P0195,python-symbol,RigidBody,core/rigid_body.py,preparation/assembly/types.py (point Jacobian/retract to native),sm/api.py:42; sm/api.py:595,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/rigid_body.py:13; top-level ClassDef
P0196,python-symbol,RigidBodyState,core/rigid_body.py,preparation/assembly/types.py (point Jacobian/retract to native),sm/api.py:13; sm/api.py:43,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/rigid_body.py:48; top-level ClassDef
P0197,python-symbol,body_point_wrench,core/rigid_body.py,preparation/assembly/types.py (point Jacobian/retract to native),sm/core/__init__.py:20; sm/core/__init__.py:56,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/rigid_body.py:108; top-level FunctionDef
P0198,python-symbol,_skew_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:46,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:29; top-level FunctionDef
P0199,python-symbol,skew,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:29; sm/core/__init__.py:67,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:43; top-level FunctionDef
P0200,python-symbol,_cross3_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:62,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:50; top-level FunctionDef
P0201,python-symbol,cross3,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/constraints.py:22; sm/core/constraints.py:77,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:58; top-level FunctionDef
P0202,python-symbol,normalize_quaternion,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:23; sm/core/__init__.py:59,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:65; top-level FunctionDef
P0203,python-symbol,_quaternion_multiply_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:95; sm/core/spatial.py:325,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:79; top-level FunctionDef
P0204,python-symbol,quaternion_multiply,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/adams/strict_c.py:32; sm/adams/strict_c.py:289,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:91; top-level FunctionDef
P0205,python-symbol,quaternion_conjugate,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/adams/strict_c.py:31; sm/adams/strict_c.py:290,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:98; top-level FunctionDef
P0206,python-symbol,quaternion_to_matrix,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:26; sm/core/__init__.py:62,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:104; top-level FunctionDef
P0207,python-symbol,_quaternion_to_matrix_unit_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:129,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:110; top-level FunctionDef
P0208,python-symbol,_quaternion_to_matrix_unit,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:106; sm/core/spatial.py:265,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:126; top-level FunctionDef
P0209,python-symbol,rotation_vector_to_quaternion,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/analysis/vehicle_kc_time_domain.py:8; sm/analysis/vehicle_kc_time_domain.py:100,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:132; top-level FunctionDef
P0210,python-symbol,_rotation_vector_to_quaternion_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:178; sm/core/spatial.py:322,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:147; top-level FunctionDef
P0211,python-symbol,_rotation_vector_to_quaternion_unchecked,core/spatial.py,preparation/geometry.py + results/geometry.py,无生产/测试引用命中；保留模块定义和公开导出，删除前需显式审查,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:175; top-level FunctionDef
P0212,python-symbol,_quaternion_to_rotation_vector_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:213,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:184; top-level FunctionDef
P0213,python-symbol,quaternion_to_rotation_vector,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/adams/strict_c.py:33; sm/adams/strict_c.py:295,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:209; top-level FunctionDef
P0214,python-symbol,_transform_point_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:296,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:217; top-level FunctionDef
P0215,python-symbol,_point_jacobian_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/rigid_body.py:9; sm/core/rigid_body.py:72,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:226; top-level FunctionDef
P0216,python-symbol,SE3,core/spatial.py,preparation/assembly/types.py + preparation/geometry.py,sm/api.py:41; sm/api.py:600,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:251; top-level ClassDef
P0217,python-symbol,wrench_local_to_global,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:32; sm/core/__init__.py:70,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:344; top-level FunctionDef
P0218,python-symbol,_wrench_global_to_local_numba,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/spatial.py:375,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:355; top-level FunctionDef
P0219,python-symbol,wrench_global_to_local,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/api.py:45; sm/api.py:751,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:373; top-level FunctionDef
P0220,python-symbol,twist_local_to_global,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:30; sm/core/__init__.py:68,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:380; top-level FunctionDef
P0221,python-symbol,wrench_matrix,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:33; sm/core/__init__.py:71,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:390; top-level FunctionDef
P0222,python-symbol,wrench_translation_tangent,core/spatial.py,preparation/geometry.py + results/geometry.py,sm/core/__init__.py:34; sm/core/__init__.py:72,migrate callers; preserve public API or explicit compatibility until 08 gate,sm/core/spatial.py:398; top-level FunctionDef
P0223,python-symbol,__all__,elements/__init__.py,native mb_force + results decoder (delete Python force assembly),sm/__init__.py:22; sm/adams/__init__.py:157,delete after native results replace Python force aggregation,sm/elements/__init__.py:16; top-level constant
P0224,python-symbol,__all__,elements/assembly.py,native mb_force + results decoder (delete Python force assembly),sm/__init__.py:22; sm/adams/__init__.py:157,delete after native results replace Python force aggregation,sm/elements/assembly.py:21; top-level constant
P0225,python-symbol,evaluate_generalized_forces,elements/assembly.py,native mb_force + results decoder (delete Python force assembly),sm/api.py:47; sm/api.py:742,delete after native results replace Python force aggregation,sm/elements/assembly.py:24; top-level FunctionDef
P0226,python-symbol,ForceEvaluation,elements/base.py,native mb_force + results decoder (delete Python force assembly),sm/elements/__init__.py:4; sm/elements/__init__.py:21,delete after native results replace Python force aggregation,sm/elements/base.py:11; top-level ClassDef
P0227,python-symbol,ElementError,elements/base.py,native mb_force + results decoder (delete Python force assembly),sm/elements/__init__.py:4; sm/elements/__init__.py:20,delete after native results replace Python force aggregation,sm/elements/base.py:22; top-level ClassDef
P0228,python-symbol,_curve_value,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:76; sm/elements/elastic.py:77,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:20; top-level FunctionDef
P0229,python-symbol,_curve_slope,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/adams/full_vehicle_model.py:1236; sm/adams/full_vehicle_model.py:1240,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:37; top-level FunctionDef
P0230,python-symbol,_curve_integral,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:277; sm/elements/elastic.py:475,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:52; top-level FunctionDef
P0231,python-symbol,_akima_slopes,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:128; sm/elements/elastic.py:185,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:85; top-level FunctionDef
P0232,python-symbol,_akima_value_slope,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:454,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:115; top-level FunctionDef
P0233,python-symbol,_integrate_akima_segment,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:200,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:155; top-level FunctionDef
P0234,python-symbol,_akima_integral,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:473,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:178; top-level FunctionDef
P0235,python-symbol,_point,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:254; sm/elements/elastic.py:255,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:215; top-level FunctionDef
P0236,python-symbol,_add_wrench,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,无生产/测试引用命中；保留模块定义和公开导出，删除前需显式审查,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:219; top-level FunctionDef
P0237,python-symbol,_point_wrench,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/elastic.py:285; sm/elements/elastic.py:286,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:226; top-level FunctionDef
P0238,python-symbol,LinearSpringElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:10; sm/elements/__init__.py:24,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:231; top-level ClassDef
P0239,python-symbol,StaticDamperElement,elements/elastic.py,preparation/assembly/types.py descriptors + native mb_element/mb_tire/mb_force,sm/elements/__init__.py:12; sm/elements/__init__.py:26,delete after native facts + api report cutover; preserve descriptor identity,sm/elements/elastic.py:293; top-level ClassDef
